,UniqueID,Product ID,Product Name,Reviews Text,Rating Stars ,Sentiment_Score,Sentiment,recommendation
0,1,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",The camera is next level But I'm facing some major heating issues and battery drain issuesBut camera OG,4,0.9990900754928589,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: The camera is next level But I'm facing some major..."
1,2,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera quality is amazing,5,0.9998849630355835,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera quality is amazing..."
2,3,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Awesome photography like apple must buy don't go with negative review Only issue with heating normally heat,5,0.9938371777534485,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Awesome photography like apple must buy don't go w..."
3,4,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera and display is superb  But bettary is a drawback , could be betterHeating is a issue with itOver all phone is awesome except bettary and heating One star cut for that",4,0.9736557602882385,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera and display is superb  But bettary is a dra..."
4,5,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Awesome phone ,5,0.9998462200164795,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Awesome phone ..."
5,6,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The camera is aswome, battery is big problem this phone, after new update heating issue 50 solved Nice design premium look, overall good phone this budget If you are hardcore gamer this phone not for You if you are looking nice camera, nice design, good looking, you can go this phone",4,0.7566274404525757,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: The camera is aswome, battery is big problem this ..."
6,7,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",This photo is the best camera phone under 40k Fully satisfied with the telephoto imagesAnd the quality of the videos is just awesome You can shoot 4k 60fps video with ultrawide lens tooOne thing that you will have to compromise with is it's battery On 80 charge it can give you upto 5hrs of SOTOverall performance  8/10,5,0.9972876310348511,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: This photo is the best camera phone under 40k Full..."
7,8,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Have your charger always with u ,4,0.9965404272079468,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Have your charger always with u ..."
8,9,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",After Using 1 month  i probably say this phone is value for moneyPerformance is very good  I'm  playing Genshin impact very smoothly (30GB Game)Camera is better enough to compare with  iphone usersBattery is good but it can be better if they give 5000mahDelivery service of Flipkart Ekart Halol hub is very bad they don't  Deliver at your home and they call you to pickup at there office,5,0.9939373731613159,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: After Using 1 month  i probably say this phone is ..."
9,10,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything is okay but there is heating issue with this phone,4,0.9575948119163513,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Everything is okay but there is heating issue with..."
10,11,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","It's an excellent phone with great display, performance, camera It ticks almost all the boxesI faced heating issues for first 2 days while updates where happeningCons:Battery life First 2 days, it was not even lasting one day, now it improved and lasting one day but barely",4,0.8178403973579407,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: It's an excellent phone with great display, perfor..."
11,12,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",awesome Displayoutstanding could be better Performancebest,5,0.9966247081756592,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: awesome Displayoutstanding could be better Perform..."
12,13,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Nice,4,0.9998552799224854,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Nice..."
13,14,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery last Max a day with moderate use Rest is best,5,0.7540795207023621,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Battery last Max a day with moderate use Rest is b..."
14,15,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Brought  Samsung  galaxy  S23 fe 15 days agoCamera  Quality  is good  , Battery  last for 1 , touch  is Quite  soft , overall  Gives  a premium  look nice phone",4,0.999039351940155,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Brought  Samsung  galaxy  S23 fe 15 days agoCamera..."
15,16,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Bought this for mom so far good Bezel are thick overall performance is good Camera is good,4,0.999715268611908,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Bought this for mom so far good Bezel are thick ov..."
16,17,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery drains fastbut all other features are top notchthis is my first Samsung mobileI am satisfied  ,5,0.8976474404335022,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Battery drains fastbut all other features are top ..."
17,18,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","the Samsung Galaxy S23 FE 128GB variant delivers an almost flagshiplevel experience with its stunning display, powerful performance, and versatile camera system The only significant drawback is the battery life, which might not suffice for power users Nevertheless, for those seeking a highquality smartphone at a reasonable price, the Galaxy S23 FE is a compelling choice that offers great value for moneyOverall, despite the battery backup issue, my experience with the Samsung Galaxy S23 F",5,0.9982007741928101,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: the Samsung Galaxy S23 FE 128GB variant delivers a..."
18,19,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery very worst,3,0.9998145699501038,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Battery very worst..."
19,20,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The camera side is super ok but battery performance is very bad im charging this mobile twice daily,mobile heating is one oth major problem in this mobile you can't bear that heat due to back side glass,if you use glash its also get heated within a few minutes,design is ok,touch screen is very much adaptive,display is also goodif samsung overcome these above issues then it will be the best phone for ever otherwise its waste of money as per my opinion",3,0.855857253074646,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: The camera side is super ok but battery performanc..."
20,21,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This phone shouldn't be sold in col regions, I mean the heat produced by this phone could warm up an entire village",3,0.9771487712860107,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: This phone shouldn't be sold in col regions, I mea..."
21,22,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Overall phone is good for normal use but there's heating issue if you use it for long time,3,0.9828232526779175,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Overall phone is good for normal use but there's h..."
22,23,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is awesome  loved it  If you want to buy for camera don't hesitate Design is mind blowing ,5,0.9998365640640259,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera is awesome  loved it  If you want to buy fo..."
23,24,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Out Standing Performance By Camera And Display But Battery Not Up To The Mark And Also Little Bit Heat,4,0.9952352643013,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Out Standing Performance By Camera And Display But..."
24,25,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Overall a good phone for regular usage Premium feel, fantastic display, fantastic speakers, fantastic camera Bezels are little thick but wont bother you in regular usage Phone not meant for gaming",5,0.8559103012084961,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Overall a good phone for regular usage Premium fee..."
25,26,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Pros:1 Camera flagship level2 Display excellent3 Sound decent4 Software/UI excellentCons:1 Battery life is poor Requires to be charged 2 times in a dayHad m51 previously which easily lasted for 2 days on medium usage even after 3 yearsThis one is a very step down from that2 Phone gets heated on medium usage (excluding gaming), but still manageable",5,0.9791704416275024,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Pros:1 Camera flagship level2 Display excellent3 S..."
26,27,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Look and design of the phone is quite premium The Performance of the phone is great Display quality is very good and smooth Camera quality is amazing but the battery backup and heating problem is a little bit poor,4,0.9818568825721741,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Look and design of the phone is quite premium The ..."
27,28,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good mobile you will not regret after buying it Ai Features are worth metioning Battery is little low but thats good in this price Camera is awesome Processor is also good,5,0.9996206760406494,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Good mobile you will not regret after buying it Ai..."
28,29,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very nice love it,5,0.9998738765716553,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Very nice love it..."
29,30,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is good but mobile heating issue,4,0.5904660820960999,POSITIVE,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM) is a decent choice. Some reviews: Camera is good but mobile heating issue..."
30,31,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Overall, good phone except the heating issues",5,0.9890622496604919,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Overall, good phone except the heating issues..."
31,32,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Display  5/5Camera  5/5Performance  45/5Look  5/5Battery  4/5,5,0.993179440498352,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Display  5/5Camera  5/5Performance  45/5Look  5/5B..."
32,33,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The phone is fully functional and meets all expectations I'm fully satisfied with it, especially the night photography  However, there's a heating issue that I think is due to the Exynos processor One suggestion: If you're planning to get an S23 FE, I'd recommend waiting a few months for the Snapdragon version It'll be worth the wait",4,0.596439778804779,NEGATIVE,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM) is a decent choice. Some reviews: The phone is fully functional and meets all expect..."
33,34,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone under 40k,4,0.9734610915184021,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Best phone under 40k..."
34,35,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The phone is good overall The camera is top notch best camera in this segment and display too is marvelous, The processor too is good but the reason I rated it 4 stars is because of the heating problem Yes the phone gets hot even if u do simple tasks, the battery too is good but I think Samsung could do better I would still advice u to buy the phone but keep the heating issue in mind",4,0.9841964840888977,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: The phone is good overall The camera is top notch ..."
35,36,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Feels Premium in hand, clicks amazing photos camera is a beast and features are also next level in this price range but the only problem is battery need to charge twice in a day but hope it's resolved in the updates",4,0.9900527596473694,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Feels Premium in hand, clicks amazing photos camer..."
36,37,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",I can't tell the quality Flipkart gives in this price range Good phoneCamera is excellent top quality Performance   no one can beatAwesome ,4,0.9969803690910339,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: I can't tell the quality Flipkart gives in this pr..."
37,38,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera quality is amazing , performance is good reviewing after 3 months, design is premium just little heating issues while using  Overall satisfied with the product ",4,0.999640941619873,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera quality is amazing , performance is good re..."
38,39,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I love everything about the phone except the battery It drains so fast that I have to put the phone in power saving to use it all day at work Otherwise it's the best and the cameras, just mindblowing",4,0.9977836012840271,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: I love everything about the phone except the batte..."
39,40,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera, display is good but the phone heats a lot and the battery drains too quickly",3,0.9989809393882751,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera, display is good but the phone heats a lot ..."
40,41,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Excellent camera quality for the price, but the battery life is quite short, especially when using the camera Overall, great value for money",5,0.994814932346344,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Excellent camera quality for the price, but the ba..."
41,42,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good but Battery was not that much satisfactory,4,0.9989476799964905,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Good but Battery was not that much satisfactory..."
42,43,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Pros:1Very Vibrant Amoled Display, just like Apple 1400nits display is enough for daylight2 Camera is just Awesome and Innovative 12MP camera is super useful and takes beautiful potraits just like apple iphone3Gives you Premium Feel in hand on this price range4Outstanding Display with Gorilla Glass 5 Protection on both sides5Battery can last upto 1day in moderate use6Switching between apps is super easy and without any lags6Bluetooth , wifi connectivity  is very fastC",5,0.9981790781021118,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Pros:1Very Vibrant Amoled Display, just like Apple..."
43,44,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",All good but battery performance is not so goodlooks very good Performance  very good Camera  very good Design goodImprove battery performance,4,0.9991820454597473,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: All good but battery performance is not so goodloo..."
44,45,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Night mode awesome battery drain faster if you are using Hotspot or gaming,5,0.9976407289505005,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Night mode awesome battery drain faster if you are..."
45,46,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good quality camera quality ,5,0.9998632669448853,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Good quality camera quality ..."
46,47,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very very good mobile,5,0.9998703002929688,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Very very good mobile..."
